"";"column_label";"name";"genre";"subscribers";"videos";"views";"lastvideo";"link"
"358";"18";"Iá´ á´<U+0080>É´á´<U+0080> Ká´<U+008F>á´ á´<U+0080>Ä<U+008D> OO<U+0093>O<U+0093>Éaá´<U+0084>Éaá´<U+0080>E<U+009F>";"Music";20900;82;24000000;2020-07-29;"http://www.youtube.com/channel/UCqaRnqvDF3EjiT3vS7-Itkg"
"359";"18";"Inder45";"Gaming";20900;304;2100000;2021-04-27;"http://www.youtube.com/channel/UC-Efgb9tW9rwzOa1dGR5yeQ"
"360";"18";"Hladno Pivo TV+";"Music";20600;209;20200000;2020-12-06;"http://www.youtube.com/channel/UC9A6xd17wrIhR1FnjE7879A"
"361";"19";"Disney Queen";"People & Blogs";20600;139;15500000;2021-03-02;"http://www.youtube.com/channel/UCyGFZ2SQkAyOQllKcDESYeg"
"362";"19";"zvjezd01";"Music";20600;491;44800000;2021-06-07;"http://www.youtube.com/channel/UCkAnkfLWm6ZHtL96HrgHtSg"
"363";"19";"Bloger Krule";"Comedy";20600;37;2360000;2021-04-14;"http://www.youtube.com/channel/UC8trLmjW5OILi0yJQrGNJVA"
"364";"19";"Croatia Sarar";"Travel & Events";20200;578;182000;2021-05-13;"http://www.youtube.com/channel/UCPL_CvxcO_FJV3r4WbshkSA"
"365";"19";"CoolChannel4";"News & Politics";20200;277;11200000;2020-04-07;"http://www.youtube.com/channel/UCV-BRkOREKihyQGMnwEZySA"
"366";"19";"Parni Valjak";"Music";20000;49;15000000;2020-04-07;"http://www.youtube.com/channel/UC0iD2_BdZ08AFhXFhUpZsVw"
"367";"19";"dm Hrvatska";"Howto & Style";19900;2836;15800000;2021-05-10;"http://www.youtube.com/channel/UCfPgKkDa_Y_QGzZV6RjLVxw"
"368";"19";"Ariana Fabric";"People & Blogs";19900;61;1550000;2021-02-01;"http://www.youtube.com/channel/UC8v3s07ss-IXfQD1Jan9LDA"
"369";"19";"zzumche";"Gaming";19700;1764;6090000;2021-05-09;"http://www.youtube.com/channel/UCp8BwRat-2d8UH6e968WymQ"
"370";"19";"Maradin Dario";"People & Blogs";19700;219;2380000;2021-05-19;"http://www.youtube.com/channel/UC1fHXWD_XUpCsm8A4gzAMuA"
"371";"19";"Garage workshop";"People & Blogs";19700;22;5070000;2019-08-30;"http://www.youtube.com/channel/UCplBsIo7rM-wtUzhLBWKugg"
"372";"19";"Tata Black";"Gaming";19600;65;211000;2021-05-18;"http://www.youtube.com/channel/UCIYoieCAcqFpAbvrDl4vw0A"
"373";"19";"Ivo Jaric";"Sports";19500;194;2420000;2021-06-07;"http://www.youtube.com/channel/UCeNsFSwexuQ9WcKtp9Rxl_w"
"374";"19";"Matea Gabud";"Sports";19500;16;131000;2020-07-13;"http://www.youtube.com/channel/UCxEMJMSyxwAvg0fPO3lHOcw"
"375";"19";"Dennis M";"People & Blogs";19400;15;509000;2021-05-02;"http://www.youtube.com/channel/UCnvfVQMLMvinPi7UqdbBEwA"
"376";"19";"dexter punk";"Music";19400;48;16800000;2017-01-19;"http://www.youtube.com/channel/UCSd7t3UQnLX_bgwGh8GpJ6Q"
"377";"19";"Art Of Sound And Vision";"Music";19200;481;9080000;2021-05-08;"http://www.youtube.com/channel/UCOVxXP-khCEv4bl7JVxP9AA"
"378";"19";"Radio Banovina";"Entertainment";19100;2216;8190000;2021-05-14;"http://www.youtube.com/channel/UCAWctRYQuRLIO5ZmXwhFZGQ"
"379";"19";"DinoNerds";"Gaming";18900;364;2210000;2021-05-16;"http://www.youtube.com/channel/UCvAcOOYGOTvVSCnbK10tzeQ"
"380";"19";"woahscape";"Gaming";18800;8;14200000;2021-02-17;"http://www.youtube.com/channel/UC9k7yrMoTTa2AtfPbo2lWQg"
"381";"20";"Tribina";"Sports";18600;635;4760000;2021-05-10;"http://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg"
"382";"20";"Ganga Beats";"Music";18500;266;3600000;2021-05-06;"http://www.youtube.com/channel/UCYHA0Hl3-TRk1p1BZi_tEjQ"
"383";"20";"Mladen 365";"Science & Technology";18400;522;11000000;2021-05-12;"http://www.youtube.com/channel/UCLZRcJZPkeZFTKFdZTzaCbQ"
"384";"20";"live4trucking";"Entertainment";18300;318;3590000;2021-05-09;"http://www.youtube.com/channel/UCRR17neu9tPo5Fzdl5n8rYQ"
"385";"20";"Mario Medariæ";"People & Blogs";18300;152;13200000;2021-05-16;"http://www.youtube.com/channel/UCHD67qUua0cpc6kXb9CijHQ"
"386";"20";"Prime Time";"Comedy";18000;287;5740000;2021-05-09;"http://www.youtube.com/channel/UCYBXVTm91Xh5wvgeCQXx-Cw"
"387";"20";"domzkilla96";"Gaming";17900;84;3000000;2021-05-08;"http://www.youtube.com/channel/UCc_pIQvD6oTJA8_Hnj_HYZg"
"388";"20";"Tonestories Music";"Music";17900;262;4280000;2021-04-04;"http://www.youtube.com/channel/UCYkQFbvvbiB_zsAJKkojZHg"
"389";"20";"Filip Huzjak";"Howto & Style";17800;9;3450000;2020-09-15;"http://www.youtube.com/channel/UCx9R9SIfSnc_63fB8Ywjkqw"
"390";"20";"Škola za život";"Film and Animation";17800;4108;13900000;2020-07-31;"http://www.youtube.com/channel/UCUq1OACvA1XKyXxvstWAJ9w"
"391";"20";"Swampie";"Gaming";17700;139;4660000;2021-06-17;"http://www.youtube.com/channel/UCLwG1COM9h1SXpnqkR53Xqw"
"392";"20";"Coolinarika";"Howto & Style";17600;511;9570000;2021-05-10;"http://www.youtube.com/channel/UCZ1MWvP-76e-FzhWMMW8mxg"
"393";"20";"svecinet";"People & Blogs";17500;719;5910000;2021-06-25;"http://www.youtube.com/channel/UC7X1BfD4Z8WcMBlWAWQMfBA"
"394";"20";"Felbar Studio";"News & Politics";17400;5014;19700000;2021-05-23;"http://www.youtube.com/channel/UCTizR_jq9IaNXgmUp52czxg"
"395";"20";"RoKage";"Gaming";17400;1592;5960000;2021-05-20;"http://www.youtube.com/channel/UCdD7QJ558i3HBk0lbtLfmOQ"
"396";"20";"Martin Kutnar";"Music";17400;57;2490000;2021-03-18;"http://www.youtube.com/channel/UCdhmzx2TFGYJyU9zhuypNjQ"
"397";"20";"Osvrtnik";"Entertainment";17300;522;2770000;2021-05-09;"http://www.youtube.com/channel/UC-GWO0eo78mY0o3iEkle7HA"
"398";"20";"TV Hope";"Education";17300;566;5980000;2021-05-14;"http://www.youtube.com/channel/UCIc-n-VVQRmqjkPM1Jj74Pg"
"399";"20";"Setup Tech";"Science & Technology";17300;105;3050000;2017-09-30;"http://www.youtube.com/channel/UCBRFBWnfAwiBjS8MTxgCHOQ"
"400";"20";"Samir NurkiÄ<U+0087>";"Music";17300;42;2810000;2021-04-20;"http://www.youtube.com/channel/UCeKVq0F6JIqKwQ1rmsJyBtg"
"401";"21";"mma4u";"Sports";17200;22;9850000;2020-09-23;"http://www.youtube.com/channel/UCpAb-nMq2BsmPoOzuMjsnqA"
"402";"21";"Net TV";"News & Politics";17100;1643;37000000;2021-04-06;"http://www.youtube.com/channel/UCgM9FafqTxsIskFwuKKGxhw"
"403";"21";"Noize Trauma";"Music";16900;75;207000;2021-06-19;"http://www.youtube.com/channel/UCmSA2soI0CteBD-6oJGLzTg"
"404";"21";"HINA multimedija";"News & Politics";16900;7250;9540000;2021-05-22;"http://www.youtube.com/channel/UClK6gVLWoRPRWBBeIJrCmRA"
"405";"21";"Marko Škugor";"Music";16900;149;13100000;2021-05-11;"http://www.youtube.com/channel/UCk0ky7_yPKjcR0wvgD5sO4g"
"406";"21";"BluEsMannus Guitar Art";"Music";16700;227;4100000;2021-05-11;"http://www.youtube.com/channel/UCIvTN3n_Rzz_FaWiWxbshHw"
"407";"21";"Doon Woon";"Entertainment";16600;82;162000;2020-06-13;"http://www.youtube.com/channel/UCiURhJPA9qORntRHA7JzeVg"
"408";"21";"Osjecka TV";"News & Politics";16600;9215;14000000;2021-05-11;"http://www.youtube.com/channel/UCal-aAsgdFogW3SQy54UQ3w"
"409";"21";"Pyro D-Team";"Entertainment";16500;65;1710000;2021-01-21;"http://www.youtube.com/channel/UCEUQ8SoWMLWeLQZAzgRPReA"
"410";"21";"PlayStation Gaming";"Gaming";16300;800;4480000;2021-05-12;"http://www.youtube.com/channel/UC3XPcepY2FDgRbOSDjrv6aA"
"411";"21";"Pirati Official";"Music";16200;42;15300000;2020-12-15;"http://www.youtube.com/channel/UCekWMuHRMV5r6dRO_ViaxJA"
"412";"21";"cd88";"Education";15900;682;11900000;2018-11-02;"http://www.youtube.com/channel/UCppqpbBU4O8nYneRKqqau-w"
"413";"21";"DramaNation";"Autos & Vehicles";15800;12;627000;2020-01-09;"http://www.youtube.com/channel/UCtWK0EkgATMl47okXeCNQQw"
"414";"21";"Ivana Panek";"Howto & Style";15700;465;3150000;2021-05-07;"http://www.youtube.com/channel/UCzSMfrv5LLSzUhj1TA7qJMg"
"415";"21";"Dev_Sky";"Gaming";15600;182;8080000;2021-05-20;"http://www.youtube.com/channel/UCn0-zeGI9Kwu26FljlOPhyg"
"416";"21";"Matej TataMata";"Music";15500;118;2110000;2021-04-27;"http://www.youtube.com/channel/UCFUPUvA_5nufcVIgUgiyafA"
"417";"21";"Z1 Televizija";"Education";15500;3684;8030000;2021-05-11;"http://www.youtube.com/channel/UCuLBPhI5rx8yrCPafw2v3Aw"
"418";"21";"Janko Janic";"People & Blogs";15500;110;1270000;2021-05-11;"http://www.youtube.com/channel/UC8AgveBQHNJwr_wM08mLC2A"
"419";"21";"FORESTER Croatia";"Autos & Vehicles";15400;153;9880000;2021-05-02;"http://www.youtube.com/channel/UC87IN_zKGeyWD1NLsae4-oQ"
"420";"21";"Croatia STEM";"Education";15400;120;214000;2020-04-11;"http://www.youtube.com/channel/UC0a8fxwawBG_s4IfhrQrQFA"
"421";"22";"DIY Garage Projects and reviews";"Howto & Style";15100;61;5510000;2021-02-21;"http://www.youtube.com/channel/UCoOWQd2OMyP0cr2uyxsrf2w"
"422";"22";"Against the Grain";"Science & Technology";15000;1335;2960000;2021-05-09;"http://www.youtube.com/channel/UC3TXr5-4E_5wgMTGAT2DRHw"
"423";"22";"IceBlue ASMR";"Entertainment";15000;389;1310000;2021-05-13;"http://www.youtube.com/channel/UCREVDAluXbq7PYEKYsl40BA"
"424";"22";"Candy Records";"Music";15000;443;768000;2020-02-27;"http://www.youtube.com/channel/UCtH_99dduNFYCMgZRsoi-XQ"
"425";"22";"denz";"Music";14900;61;3030000;2021-05-03;"http://www.youtube.com/channel/UCRpIBxh98lEawz82VcadsxA"
"426";"22";"Popcorn's video channel";"Entertainment";14900;427;2560000;2021-01-16;"http://www.youtube.com/channel/UC8nR8PqK3ktuvNIDQWearTg"
"427";"22";"Labbers";"Gaming";14800;66;501000;2020-12-25;"http://www.youtube.com/channel/UCw4rl-ubo9VsQ8SW6y2oXLw"
"428";"22";"24kupi";"Science & Technology";14800;33;4030000;2020-05-26;"http://www.youtube.com/channel/UCzOMQX3KTbzckVJaG9JYRHw"
"429";"22";"NormalExploiter";"Comedy";14700;52;4430000;2021-04-18;"http://www.youtube.com/channel/UCkXVirCo1MFjTBlYFxzhB3w"
"430";"22";"Anita Žugec - Osobni rast - Meditacije";"Education";14700;171;2090000;2021-05-14;"http://www.youtube.com/channel/UCRHmcHMSSpCI591HhHnGF5g"
"431";"22";"Dancing Bear Records TV";"Music";14400;650;21100000;2021-05-13;"http://www.youtube.com/channel/UCRlfMu8dFOKF3dneRF9yubA"
"432";"22";"Jasmina-Star";"Gaming";14400;62;265000;2021-04-28;"http://www.youtube.com/channel/UCwQWmmXg6BorST45uyqt8ag"
"433";"22";"Slice Of Life";"Film and Animation";14300;30;800000;2021-05-08;"http://www.youtube.com/channel/UCfjdaJaICBL5mHapxeuA06Q"
"434";"22";"Min/Max Munchking";"Gaming";14200;134;1520000;2021-05-03;"http://www.youtube.com/channel/UCpScX_SSuGzqZxHUefh1GbA"
"435";"22";"Bellator Tenebrae";"Film and Animation";14200;88;11500000;2020-03-07;"http://www.youtube.com/channel/UCKgW24GgXn8UK-GIpiUjIFA"
"436";"22";"slobodnousername";"Film and Animation";14000;210;24700000;2017-09-27;"http://www.youtube.com/channel/UCtAP8mTddbjQi-NBoasMdIw"
"437";"22";"Sinisa Bisko MUSIC";"Music";13900;70;8030000;2021-04-05;"http://www.youtube.com/channel/UCsrEiUybMfqIjAMWJpNLDMw"
"438";"22";"Nikica Topic Crtani";"Music";13900;5691;18200000;2021-05-11;"http://www.youtube.com/channel/UC2hLQZ5ap1OMSgFBi3_BQQg"
"439";"22";"Hrvatski rukometni savez";"Sports";13900;936;6160000;2021-05-09;"http://www.youtube.com/channel/UCr673TvGvT0h7Hz2YSSp95w"
"440";"22";"Kaleigh Hendershot - This Croatian Life";"People & Blogs";13800;45;2470000;2019-10-11;"http://www.youtube.com/channel/UC_k8snbkwzqpxSIq5DUZYbw"
"441";"23";"CELESTIA KIDS";"People & Blogs";13800;177;2980000;2021-06-10;"http://www.youtube.com/channel/UCq4S292TA1acngcngqTrjIg"
"442";"23";"Croteam";"Gaming";13700;73;2400000;2021-03-19;"http://www.youtube.com/channel/UCYh4bynh4OegFLiHMvodmQQ"
"443";"23";"lalachannel15";"Entertainment";13700;674;7620000;2021-05-20;"http://www.youtube.com/channel/UC8s_iJQ9ybya_e8pwP9HDFQ"
"444";"23";"Native American History";"Education";13700;12;1080000;2021-02-27;"http://www.youtube.com/channel/UCN6Fs5euLATPnAX2SuW6j_Q"
"445";"23";"Extra FM";"Entertainment";13600;51;6730000;2021-05-01;"http://www.youtube.com/channel/UClLZBHYC-gaKClV5_VeCsdQ"
"446";"23";"Blajski PyroÈovjek";"Entertainment";13500;273;2240000;2021-01-04;"http://www.youtube.com/channel/UCQrBYQvI2rya5alHHIWsycg"
"447";"23";"CroatianPlays";"Entertainment";13500;765;2860000;2021-05-03;"http://www.youtube.com/channel/UCyHTaG0LmNAGoZ2oRfM9FVw"
"448";"23";"Marko Tomasovic";"Music";13400;721;26700000;2021-04-20;"http://www.youtube.com/channel/UCb7Nx7gtymagNJDtsUSO5HA"
"449";"23";"Bojana Svalina";"Entertainment";13400;742;4370000;2021-05-14;"http://www.youtube.com/channel/UC10uUjP7bxR05FsAi94Axfw"
"450";"23";"anaake";"Film and Animation";13200;43;2820000;2021-03-17;"http://www.youtube.com/channel/UCWaA1kf8CPijCY0n11QZ6ew"
"451";"23";"taeoki";"Music";13100;28;2640000;2019-12-02;"http://www.youtube.com/channel/UC1Yv8aosVf7wY1HyKcGLurQ"
"452";"23";"Black Raven Tutorijali";"Gaming";13000;355;307000;2020-10-03;"http://www.youtube.com/channel/UC8Whhril_qF2HCdJcr_0ccw"
"453";"23";"Rok Didakovic";"Sports";12900;21;289000;2021-01-17;"http://www.youtube.com/channel/UCRH8ndmr51-GHNguaz-hWwg"
"454";"23";"Its Kiks";"Howto & Style";12900;35;429000;2017-06-26;"http://www.youtube.com/channel/UCBcGdp52Vzvm8PZCoZ512xw"
"455";"23";"Gabi Edits";"Entertainment";12800;87;5320000;2020-06-08;"http://www.youtube.com/channel/UCal_TE4csRtrI7fKB8EUtUg"
"456";"23";"Suky";"Gaming";12800;77;695000;2020-06-13;"http://www.youtube.com/channel/UCJS0EFYrc7uX9pcBlnn0_9A"
"457";"23";"PIXSELL";"News & Politics";12700;2101;7860000;2021-05-12;"http://www.youtube.com/channel/UC44SlWK3qzMRywFlpGt5dmQ"
"458";"23";"Plemeniti Channel";"Education";12600;183;4850000;2021-05-18;"http://www.youtube.com/channel/UC1cac3vwraTFqFrMhjq7SgQ"
"459";"23";"Boosthunters";"Autos & Vehicles";12600;42;207000;2021-05-10;"http://www.youtube.com/channel/UCda78gLAu3Pfu17XlpIho5g"
"460";"23";"VUK";"Gaming";12400;84;242000;2021-03-23;"http://www.youtube.com/channel/UCArTC43Ye4-rA4ZP_nF__4A"
"461";"24";"OFF";"People & Blogs";12200;157;1910000;2021-04-30;"http://www.youtube.com/channel/UCIaabJWTKa2ksuSgDECz7dw"
"462";"24";"Hvar Live";"Travel & Events";12100;92;4810000;2021-04-04;"http://www.youtube.com/channel/UCQmlVF-VRx75AflM-9gJytg"
"463";"24";"Sky Mods";"Gaming";12100;19;485000;2021-05-11;"http://www.youtube.com/channel/UCE4DV8MMVJkxD9u55XFL_JQ"
"464";"24";"Kumovi";"Music";12100;44;17200000;2021-05-01;"http://www.youtube.com/channel/UC4YdgC_75xaf69_BViIiSsQ"
"465";"24";"Ozana Pevec Mariæ";"People & Blogs";12100;18;1000000;2021-04-16;"http://www.youtube.com/channel/UCpLCTMrlcUNLvnVhQaGJKQA"
"466";"24";"Pero Kozomara";"Music";12000;17;17700000;2021-06-21;"http://www.youtube.com/channel/UCDVXsenPBDD_Wy31pOfd8Zg"
"467";"24";"Wekster's Geeky Stuff";"Entertainment";11900;65;755000;2021-04-20;"http://www.youtube.com/channel/UCkqE0nwfkwcgJe4QFbtyW_w"
"468";"24";"Justify";"Gaming";11900;38;1100000;2020-10-30;"http://www.youtube.com/channel/UCGgyUfTAZnJ9pZ5TFQh69cQ"
"469";"24";"BUBA COLE";"Gaming";11900;690;676000;2021-04-23;"http://www.youtube.com/channel/UCi0p45m48xaVakVP-UzhyEQ"
"470";"24";"Fishing Foto-video";"Sports";11800;115;4220000;2021-03-14;"http://www.youtube.com/channel/UCQolqP7lEp_69eTI4cZ4J8w"
"471";"24";"Seksoteka";"Education";11800;81;2610000;2021-05-03;"http://www.youtube.com/channel/UCdMkKtMvFlOEF6tKowy4C6g"
"472";"24";"Mata <U+30C4>";"Gaming";11700;3;3490;2021-03-27;"http://www.youtube.com/channel/UCKe6xHp9HBUZ2BkD1cUjOnw"
"473";"24";"Indira Official";"Music";11700;28;5960000;2020-11-11;"http://www.youtube.com/channel/UCXgt8NxnU0YVoaD4HMZM1CA"
"474";"24";"Lidl Hrvatska";"Howto & Style";11700;1860;14100000;2020-10-07;"http://www.youtube.com/channel/UCSNsrFwPKOZB55H4qxd4kjw"
"475";"24";"Erosensei";"Gaming";11700;857;3800000;2021-05-13;"http://www.youtube.com/channel/UClUCg6L8TloKgY-Wcq64yMw"
"476";"24";"ArcadeX";"Gaming";11600;372;745000;2020-11-11;"http://www.youtube.com/channel/UCEl6Lk9rNX5pg6jdeB4NiGw"
"477";"24";"Klaada";"Music";11600;104;892000;2021-05-09;"http://www.youtube.com/channel/UCJGsF6f9CecH6Cy7zsbYQLA"
"478";"24";"Matej Meštroviæ";"Music";11600;166;5540000;2021-04-11;"http://www.youtube.com/channel/UC-eh41lIQnWSlsXdmz3KoPA"
"479";"24";"NarodniTUBE";"Music";11600;133;18600000;2020-10-27;"http://www.youtube.com/channel/UCPplRc379oIplo4IN5ojvVg"
"480";"24";"NeonBlackHeartAttack";"Entertainment";11300;85;9870000;2021-02-05;"http://www.youtube.com/channel/UCQ-aKNLjOLxOwzMGdC-uBdw"
"481";"25";"GITAK TV";"People & Blogs";11300;31;672000;2021-06-12;"http://www.youtube.com/channel/UC76jn1xnQIjbCKLaDJF4zYQ"
"482";"25";"Robert Paviæ";"Music";11300;359;9560000;2020-10-13;"http://www.youtube.com/channel/UCGsi_vrpOdkTqtmdrvYBpmg"
"483";"25";"više manje zauvijek";"Music";11300;81;6410000;2021-04-28;"http://www.youtube.com/channel/UC7FbcA64aBbMkR4MHmPcPzw"
"484";"25";"ZadrugaTv";"People & Blogs";11200;2;3160000;2020-09-12;"http://www.youtube.com/channel/UCr1GY1HY3KfNn3hWbFTY93w"
"485";"25";"1812tulo1";"Comedy";11100;239;9180000;2020-08-05;"http://www.youtube.com/channel/UCEQUdy7sNZad_VMhD2vyYGQ"
"486";"25";"Iveko";"Autos & Vehicles";11100;132;1920000;2020-02-13;"http://www.youtube.com/channel/UCdlzZpEUgrQq0FSlmDtp4Ag"
"487";"25";"Veèernji list";"Howto & Style";11100;1625;8330000;2021-05-12;"http://www.youtube.com/channel/UCPFfi389DTy-cI9BzM7bLTQ"
"488";"25";"Single Sapling Games";"Gaming";11100;306;1650000;2021-05-08;"http://www.youtube.com/channel/UCbvf5o21cb0Ra9pdpkogHYA"
"489";"25";"TheAvengerBoy";"Film and Animation";11100;47;13800000;2020-09-30;"http://www.youtube.com/channel/UC1Y0t6s6qPKmvLkV54ehjIA"
"490";"25";"MORH Ministarstvo obrane Republike Hrvatske";"News & Politics";11100;781;7880000;2021-05-06;"http://www.youtube.com/channel/UC6eB2yV7T6Sr483zMmK22GA"
"491";"25";"Archer & Mia";"Entertainment";11100;12;247000;2020-07-15;"http://www.youtube.com/channel/UCLpiKMCLUgN5ZJhFytTwMEw"
"492";"25";"Mort Bend";"Music";11000;105;8300000;2021-02-17;"http://www.youtube.com/channel/UC1psuIWYaMFsZtuqwSU7AJA"
"493";"25";"TOP DJ ROOM [ex Top DJ Mag]";"Music";10900;508;5390000;2021-05-07;"http://www.youtube.com/channel/UCIdUIn_ODTpPweBbqmC1jBQ"
"494";"25";"Andreina kuhinja";"People & Blogs";10900;40;1390000;2020-12-26;"http://www.youtube.com/channel/UCyrBqwgkHzUxxG-aVBZg33w"
"495";"25";"Autoservis Emisija";"Autos & Vehicles";10900;419;7960000;2021-05-08;"http://www.youtube.com/channel/UCLyzd4sb3dmHLKYaNFRB63g"
"496";"25";"Marko Burazin";"Music";10800;3;385;2020-08-04;"http://www.youtube.com/channel/UCFj_PnZJlAl-Tbr_3-idznQ"
"497";"25";"Hrvatski Telekom";"Science & Technology";10800;1029;20900000;2021-03-18;"http://www.youtube.com/channel/UCehrQPVnnOrL0cGRxN9I72g"
"498";"25";"Saja PopoviÄ<U+0087>";"People & Blogs";10800;215;2820000;2021-04-29;"http://www.youtube.com/channel/UCOv4o4Hn8s5O0D3Tcr0u-bw"
"499";"25";"Erika Kraljevic";"People & Blogs";10800;138;1030000;2021-05-05;"http://www.youtube.com/channel/UCJk22QDyBiN3jbduwAbsksw"
"500";"25";"Hexa Music";"Music";10800;544;3440000;2018-04-03;"http://www.youtube.com/channel/UCuxpkzcJrKWzGBmkdKclzTg"
"501";"26";"Nemoj Srati";"Entertainment";10700;44;2230000;2021-05-01;"http://www.youtube.com/channel/UC1JSgU0cyyJNEnHSRDT-qgw"
"502";"26";"sanelbestxxx";"Music";10600;4945;6200000;2021-05-12;"http://www.youtube.com/channel/UCnnyQrEtUPE9EoZadhbhoGg"
"503";"26";"CruZ";"Gaming";10600;151;932000;2020-03-23;"http://www.youtube.com/channel/UCX3WcsiHiFW-zj02VhICdcg"
"504";"26";"ZSA ZSA";"Music";10500;26;2510000;2020-12-15;"http://www.youtube.com/channel/UCite4uS3mgaQSaaMOrirTwg"
"505";"26";"brunoh155";"Autos & Vehicles";10500;1052;6770000;2021-05-07;"http://www.youtube.com/channel/UCtQqmukoCCI5crtGKWnmItA"
"506";"26";"JACQUES HOUDEK";"Entertainment";10500;33;7790000;2021-04-15;"http://www.youtube.com/channel/UC-dWmfZ6nDmQc0EObQ7xDBQ"
"507";"26";"Croatia.TheMan";"Entertainment";10500;61;2680000;2021-02-23;"http://www.youtube.com/channel/UCWHxQKpV0eDUcrvinkHJiCA"
"508";"26";"BigD974";"Travel & Events";10400;55;2690000;2020-05-15;"http://www.youtube.com/channel/UCLDggLzzrVaiRV6xuNk8wgQ"
"509";"26";"CACTUS";"Film and Animation";10300;216;2020000;2021-03-01;"http://www.youtube.com/channel/UCqWyR165a2tlL_RuW5qm_uA"
"510";"26";"A1 Hrvatska";"Science & Technology";10200;344;34200000;2021-04-27;"http://www.youtube.com/channel/UCG599nUcsBmwznkCodc6cxQ"
"511";"26";"Zagrebaèki Memento";"People & Blogs";10200;1081;4580000;2021-01-11;"http://www.youtube.com/channel/UCs-f8NWTv-EoJ4xbjxOZd7Q"
"512";"26";"Goran Karan";"Music";10200;159;15100000;2021-04-14;"http://www.youtube.com/channel/UC5Hq47BdaKFzU6XwMNIcNtA"
"513";"26";"sylvia";"Gaming";10200;163;426000;2020-12-17;"http://www.youtube.com/channel/UCg7fllkRG4joeA0S2msc7yA"
"514";"26";"Zeynah";"Gaming";10100;257;1080000;2020-01-07;"http://www.youtube.com/channel/UC9zlWME5503SAUVbHS9sxYg"
"515";"26";"Winx Club Hrvatska";"People & Blogs";10100;303;3230000;2020-08-31;"http://www.youtube.com/channel/UCPzxAYY5X0tamKdeXgi2I7Q"
"516";"26";"Isabella Rakonic";"People & Blogs";10100;52;1360000;2020-04-18;"http://www.youtube.com/channel/UCCZ4ePP4yrLlS6JL_V1hvTQ"
"517";"26";"HNK Rijeka";"Sports";10000;2454;6110000;2021-06-26;"http://www.youtube.com/channel/UCUezDU1Bm6Y0MetFjKUiw2w"
"518";"26";"Nooja";"Gaming";10000;514;2690000;2021-03-16;"http://www.youtube.com/channel/UCQmwa6cNjqcL8FQ9yoffjFA"
"519";"26";"Sansen's World";"Gaming";10000;297;640000;2021-05-12;"http://www.youtube.com/channel/UCFlKOS0kltyYeueqeJvHyBA"
"520";"26";"srele007";"Music";9920;438;10300000;2020-12-25;"http://www.youtube.com/channel/UCzkYFmUJB3BzE8hicC14VRw"
"521";"27";"Aleks Curac Saric";"Entertainment";9860;212;1680000;2021-05-18;"http://www.youtube.com/channel/UCOimfLHuJicYxeXiF057xag"
"522";"27";"SiLaa_";"Gaming";9840;295;415000;2020-10-11;"http://www.youtube.com/channel/UCaNvRucEn7nwxrB_SHr1R8Q"
"523";"27";"SBTV - Slavonskobrodska televizija";"Entertainment";9780;17069;9840000;2021-06-21;"http://www.youtube.com/channel/UCX_cNqtNYJn3WwkxLRZAm7g"
"524";"27";"Celo Beats";"Music";9750;280;1790000;2021-05-02;"http://www.youtube.com/channel/UCTM09N4U6Uw-QbChPAxVGfA"
"525";"27";"Josephine JLo";"People & Blogs";9640;103;931000;2021-05-12;"http://www.youtube.com/channel/UChBAldSUeouODP0LzyNSD-g"
"526";"27";"Uspješno Pèelarenje - Successful Beekeeping";"Pets & Animals";9590;93;3310000;2020-04-07;"http://www.youtube.com/channel/UCkkRsTUXkjcxpikCzLm_3tA"
"527";"27";"Uživo sa hrvatskih prometnica";"Autos & Vehicles";9490;327;6380000;2021-05-18;"http://www.youtube.com/channel/UCX_7vryF6qrn9thWEP-752g"
"528";"27";"flyfishing channel";"Sports";9460;110;104000;2021-02-21;"http://www.youtube.com/channel/UCL7iOkAxBXXSG6PEZMzrdgA"
"529";"27";"Purple and Mint";"Howto & Style";9340;373;1680000;2021-05-09;"http://www.youtube.com/channel/UCc7V39BA_3lRn4YfArv6Pbg"
"530";"27";"FHR TV";"Howto & Style";9330;574;3940000;2021-03-08;"http://www.youtube.com/channel/UC7fPRvMvjygnCmvLHE84aVQ"
"531";"27";"eFISHent";"Sports";9220;75;1150000;2021-05-10;"http://www.youtube.com/channel/UC065MgTCu82iJ8IjMGM8CGw"
"532";"27";"ZhexyMoonchild";"Pets & Animals";9170;22;16300000;2020-03-07;"http://www.youtube.com/channel/UCYjFijEWhFhBB3KU_AAFvMw"
"533";"27";"Vallis Aurea";"Music";9170;416;11500000;2021-05-13;"http://www.youtube.com/channel/UCvj6J3A1b0l6kLTK51zkWKw"
"534";"27";"Gachetos";"Gaming";9110;725;460000;2021-02-23;"http://www.youtube.com/channel/UCnPtTPYPLe7FQfkL0zmhw-g"
"535";"27";"PaMus - musical accompaniments";"Education";8900;747;1670000;2021-05-18;"http://www.youtube.com/channel/UCBSu4dHuI04dcMv_OIBqj2w"
"536";"27";"wwwItaloDiscoNet";"Music";8880;404;7420000;2021-05-09;"http://www.youtube.com/channel/UCmSjYdcD4H21wGaoJLsgAPw"
"537";"27";"AerodromTV";"Music";8870;117;18500000;2021-03-11;"http://www.youtube.com/channel/UCLiczMOyvwcKm6lOTVg3eLA"
